Active-HDL 10.2.3312.5682  2016-05-18 15:04:03

Elaboration top modules:
Architecture                  behavior(testbench)


-------------------------------------------------------------------------------------------------------------
Entity                   | Architecture | Library   | Info | Compiler Version          | Compilation Options
lut40018                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40019                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
vmuxregsre0020           | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
vmuxregsre0021           | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
fl1p3dx                  | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
fl1p3bx                  | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
lut40022                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40023                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40024                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40025                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40026                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40027                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
vmuxregsre0028           | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
inv                      | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
fd1s1a                   | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
lut40029                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40030                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40031                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40032                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40033                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40034                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40035                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40036                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40037                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40038                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40039                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40040                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40041                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40042                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40043                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40044                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40045                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40046                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40047                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40048                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40049                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40050                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40051                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40052                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40053                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40054                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40055                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40056                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40057                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40058                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40059                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
selmux2                  | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
mux21                    | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
lut40060                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40061                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40062                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40063                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40064                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40065                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40066                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40067                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40068                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40069                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40070                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40071                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40072                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40073                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40074                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
lut40075                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
xo2iobuf                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
obzpd                    | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
xo2iobuf0076             | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
ibpd                     | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
OSCHB                    | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
osch                     | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
GSR5MODE                 | structure    | work      |      | 10.2.3312.5682  (Windows) | -dbg
gsr                      | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
-------------------------------------------------------------------------------------------------------------

-------------------------------------------------------------------------------------------------------------
VHDL Package                            | Library   | Info | Compiler Version          | Compilation Options
-------------------------------------------------------------------------------------------------------------
standard                                | std       |      |                           | <unavailable>
TEXTIO                                  | std       |      | 10.2.3312.5682  (Windows) |  -2008
std_logic_1164                          | ieee      |      | 10.2.3312.5682  (Windows) |  -2008
NUMERIC_STD                             | ieee      |      | 10.2.3312.5682  (Windows) |  -2008
VITAL_Timing                            | vital2000 |      | 10.2.3312.5682  (Windows) | <unavailable>
std_logic_arith                         | ieee      |      | 10.2.3312.5682  (Windows) | <unavailable>
components                              | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
global                                  | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
VITAL_Primitives                        | ieee      |      | 10.2.3312.5682  (Windows) | <unavailable>
STD_LOGIC_UNSIGNED                      | ieee      |      | 10.2.3312.5682  (Windows) | <unavailable>
mem2                                    | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
-------------------------------------------------------------------------------------------------------------

-------------------------------------------------------------------------------------------------------------
Library                                 | Comment
-------------------------------------------------------------------------------------------------------------
ieee                                    | Standard IEEE packages library
machxo2                                 | LATTICE Diamond 3.7, MACHXO2 VHDL LIBRARY
std                                     | Standard VHDL library
vital2000                               | Standard IEEE packages library
work                                    | None
-------------------------------------------------------------------------------------------------------------
