Active-HDL 10.2.3312.5682  2016-08-23 16:47:28

Elaboration top modules:
Architecture                  behavior(testbench)


----------------------------------------------------------------------------------------------------------------------------
Entity                                  | Architecture | Library   | Info | Compiler Version          | Compilation Options
lut40290                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40291                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40292                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40293                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40294                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40295                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40296                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40297                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40298                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40299                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40300                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40301                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40302                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40303                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40304                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40305                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40306                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40307                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40308                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40309                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40310                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40311                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40312                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40313                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40314                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40315                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40316                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40317                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40318                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40319                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40320                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40321                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40322                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40323                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40324                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40325                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40326                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40327                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40328                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40329                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40330                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40331                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40332                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40333                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40334                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40335                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40336                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40337                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40338                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40339                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40340                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40341                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40342                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40343                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40344                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40345                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40346                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40347                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40348                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40349                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40350                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40351                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40352                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40353                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40354                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40355                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40356                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40357                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40358                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40359                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40360                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40361                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40362                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40363                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40364                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40365                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40366                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40367                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40368                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40369                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40370                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40371                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40372                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40373                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40374                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40375                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40376                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40377                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40378                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40379                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40380                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40381                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40382                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40383                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40384                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40385                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40386                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40387                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40388                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40389                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40390                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40391                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40392                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40393                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40394                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40395                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40396                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
lut40397                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
xo2iobuf                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
obzpd                                   | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
xo2iobuf0398                            | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
ibpd                                    | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
OSCHB                                   | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
osch                                    | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
GSR5MODE                                | structure    | work      |      | 10.2.3312.5682  (Windows) | -O3
gsr                                     | v            | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
----------------------------------------------------------------------------------------------------------------------------

----------------------------------------------------------------------------------------------------------------------------
VHDL Package                                           | Library   | Info | Compiler Version          | Compilation Options
----------------------------------------------------------------------------------------------------------------------------
standard                                               | std       |      |                           | <unavailable>
TEXTIO                                                 | std       |      | 10.2.3312.5682  (Windows) |  -2008
std_logic_1164                                         | ieee      |      | 10.2.3312.5682  (Windows) |  -2008
NUMERIC_STD                                            | ieee      |      | 10.2.3312.5682  (Windows) |  -2008
VITAL_Timing                                           | vital2000 |      | 10.2.3312.5682  (Windows) | <unavailable>
std_logic_arith                                        | ieee      |      | 10.2.3312.5682  (Windows) | <unavailable>
components                                             | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
global                                                 | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
VITAL_Primitives                                       | ieee      |      | 10.2.3312.5682  (Windows) | <unavailable>
STD_LOGIC_UNSIGNED                                     | ieee      |      | 10.2.3312.5682  (Windows) | <unavailable>
mem2                                                   | machxo2   |      | 10.2.3312.5682  (Windows) | -vendor lattice
----------------------------------------------------------------------------------------------------------------------------

----------------------------------------------------------------------------------------------------------------------------
Library                                                | Comment
----------------------------------------------------------------------------------------------------------------------------
ieee                                                   | Standard IEEE packages library
machxo2                                                | LATTICE Diamond 3.7, MACHXO2 VHDL LIBRARY
std                                                    | Standard VHDL library
vital2000                                              | Standard IEEE packages library
work                                                   | None
----------------------------------------------------------------------------------------------------------------------------
